created_at,indexed_at,text,author_handle,author_display_name,author_did,like_count,repost_count,reply_count,uri,cid,financial_score,top_topics,top_scores,finbert_sentiment,finbert_score
2026-05-01T15:26:36.731Z,2026-05-01T15:26:37.477Z,well the only way you could be more of a bear trap is if you were coated in honey,bastionscorpio.bsky.social,Bastion the Daddy Pup,did:plc:mao734cujkiki4c3ie3l2gdg,1,0,0,at://did:plc:mao734cujkiki4c3ie3l2gdg/app.bsky.feed.post/3mksguik4ns2i,bafyreibvwec64tqzgzj2ogduybgpqlq44bfrlmswjeftlq2izzzauupks4,0.5502126216888428,"['equities', 'crypto']","[0.5502126216888428, 0.5159608125686646]",neutral,0.8720558881759644
2026-05-01T14:44:53.393Z,2026-05-01T14:44:54.280Z,ninja walked into a bear trap in plain sight,jerrelxl.bsky.social,Pragmatic J ✊🏾,did:plc:qbtesqlb2a5uhutyt4c3ub4n,3,0,1,at://did:plc:qbtesqlb2a5uhutyt4c3ub4n/app.bsky.feed.post/3mksejv6cnc2w,bafyreicoknw4rpvtxr2o6wqa2chnhs53a44jn5z45jlryecowtvvto72ci,0.543415367603302,"['equities', 'portfolio']","[0.543415367603302, 0.5268624424934387]",negative,0.5225879549980164
2026-05-01T14:15:09+00:00,2026-05-01T14:15:11.873Z,rare bear sighting in swiss valley gr the bear returns to valposchiavo keystonesda a phototrap has snapped a bear in the valposchiavo valley for,eu-ch.bsky.social,,did:plc:uxcnomk7tff2n62ofupizera,0,0,0,at://did:plc:uxcnomk7tff2n62ofupizera/app.bsky.feed.post/3mkscurk6wf22,bafyreih7cwnujk66xgkz3hgbdztend7sm5rv2ldccdvmxafgrimpfagyqy,0.5454930067062378,"['portfolio', 'equities']","[0.5454930067062378, 0.5430442690849304]",neutral,0.8727723956108093
2026-05-01T06:31:13.42987200Z,2026-05-01T06:31:19.073Z,its nice to be nice or whatever but you cant just let people step on you youre just as important as everyone else bear trap,accursedquotes.bsky.social,Accursed Quotes,did:plc:3zf3cvq2jsflwepj7vnsfjec,0,0,0,at://did:plc:3zf3cvq2jsflwepj7vnsfjec/app.bsky.feed.post/3mkrixck66z23,bafyreiezcr4krzsacyp6j3oshnyje6uwbqrg5if5vpm2534f2na4uwmmny,0.5036598443984985,"['crypto', 'portfolio']","[0.5036598443984985, 0.4845559000968933]",neutral,0.8837404847145081
2026-05-01T01:51:39.185Z,2026-05-01T01:51:39.273Z,and then koki caught us in a bear trap what did i doooo,delu-dreamer.bsky.social,Sketch~ || 🥂 Pien Leader 🥂,did:plc:ozik7nathwvueyqal4avrg6d,0,0,0,at://did:plc:ozik7nathwvueyqal4avrg6d/app.bsky.feed.post/3mkqzda7fw22g,bafyreia2bcz3aqia7zpala4psxygbnujqnijkc5sdj5kew4wgzixpo4rxu,0.5071614384651184,"['equities', 'macro']","[0.5071614384651184, 0.4970642626285553]",neutral,0.8067978620529175
2026-04-30T21:56:02.608Z,2026-04-30T21:56:05.287Z,this is without a doubt one of the best audiobooks ive ever listened to im at probably 20 repeats i listen to it when im having a migraine or falling asleep or feeling like theres a bear trap in my chest or yknow whenever authorial voice audio voice both top notch please buy this book,sugarblind.bsky.social,Pearly Sweetcake,did:plc:wfipnph2lwoprbw4gsgpgbuq,6,2,1,at://did:plc:wfipnph2lwoprbw4gsgpgbuq/app.bsky.feed.post/3mkqm5wjcws22,bafyreigfebj3kcmc4xwxzmxw45bwj5o4g2shlgyasiaabzxxdaosyizhiq,0.5716097950935364,"['macro', 'equities']","[0.5716097950935364, 0.5515215992927551]",neutral,0.9229455590248108
2026-04-30T21:33:06.997Z,2026-04-30T21:33:12.773Z,time to walk right into the bear trap,greenlantern44.bsky.social,Sam Lowe,did:plc:v7vjf4kot7sqsc5xyhkqly62,0,0,0,at://did:plc:v7vjf4kot7sqsc5xyhkqly62/app.bsky.feed.post/3mkqkuwn4q22w,bafyreiaacyz75blrxyp3hlbwayqnef6ctsbfneohoeld5kpgugysrfnht4,0.5491059422492981,"['equities', 'portfolio']","[0.5491059422492981, 0.5254649519920349]",neutral,0.7288838624954224
2026-04-30T20:43:19.692Z,2026-04-30T20:43:22.875Z,holy shit trappers bear trap hitbox is tiny what the fuck,flailmorpho.bsky.social,"ALCA, Goddess of Lust 💜",did:plc:5sxrwn6wvvfl4hl672otwqmr,6,0,1,at://did:plc:5sxrwn6wvvfl4hl672otwqmr/app.bsky.feed.post/3mkqi3vpors23,bafyreid3bd3dbvsnqqpewaro6d7wodljvwghvhjk742joptnmq6axg6nxm,0.5335791110992432,"['equities', 'portfolio']","[0.5335791110992432, 0.520702600479126]",neutral,0.8297929167747498
2026-04-30T17:58:09.552Z,2026-04-30T17:58:12.376Z,doctor i trust more than rfk jr,thegilmonster.bsky.social,"The Gil-Monster 5/2: MAKER FAIRE, 'Cuse! 5/9: MAYDAY, Rochester!",did:plc:3fftzbwhkxump7w6whyjiurq,3,0,0,at://did:plc:3fftzbwhkxump7w6whyjiurq/app.bsky.feed.post/3mkq6ukocmk2i,bafyreigqi6rqmhwdjqoxsr3pm7zvzsdjfzoiqoypfkklxuhoofwh7psl4i,0.5214487314224243,"['derivatives', 'forex']","[0.5214487314224243, 0.512191891670227]",neutral,0.7367844581604004
2026-04-30T15:52:15.470Z,2026-04-30T15:52:15.675Z,best way to describe this is like ive got my arm stuck in a bear trap,thpock.bsky.social,pikuniku at hanging rock,did:plc:txgirtxa7kb6mpelaohjdglq,0,0,0,at://did:plc:txgirtxa7kb6mpelaohjdglq/app.bsky.feed.post/3mkpxtgmk6p2s,bafyreift4q6nmb2ot3bhjzb3lleeewtbk4b5p4hbmajxp3fjhzf5rhf3te,0.538300096988678,"['equities', 'macro']","[0.538300096988678, 0.5227406620979309]",negative,0.6051594614982605
